18356,7288,1365,-5191
3434,-2914,3609,7576
3539,-3334,304,4100
3644,-1263,-3871,-2415
3748,-447,-3512,3840
3852,-154,5499,5338
3956,-5234,21294,3784
4061,-1439,21054,-1334
4164,-2419,7144,-3638
4269,-2120,-1941,-408
4373,-403,-2733,144
4485,823,-1234,816
4589,-636,1794,-430
4694,-85,1082,-1891
4797,396,943,-856
4901,-504,1054,-361
5005,-87,1037,-379
5109,5252,-21149,4962
5214,5084,-25473,8345
5317,200,496,2244
5422,-445,-3086,346
5525,-1864,-1842,1233
5629,-1946,-3014,-201
5734,-930,-4213,916
5837,265,-1656,1016
5942,-127,-669,527
6045,-266,-63,-92
6150,304,1101,-215
6253,111,1614,-370
6358,-242,-58,-306
6462,-828,896,70
6565,18,1328,-162
6670,-298,432,-479
6773,33,301,-605
6878,-166,651,-482
6981,-459,129,-550
7088,-331,-362,-853
7191,-353,735,-399
7296,-175,643,-471
7399,44,431,-92
7503,102,283,47
7607,74,-268,-167
7711,4,-161,-4
7815,-102,-68,-180
7919,11,-75,141
8023,422,-95,491
8126,1422,3105,256
8230,7753,12652,169
8335,8900,-2090,-5341
8438,10897,16366,-9573
8543,597,12357,-2700
8647,-2338,22983,2062
8752,-888,8832,1577
8855,5471,4665,725
8960,12961,70,-1337
9063,9619,742,-6333
9167,1363,8657,-6824
9272,15561,6290,-5223
9375,3446,5511,-2760
9480,5732,-4723,-853
9584,-8566,-10683,180
9690,16478,-28362,12140
9794,-693,-2053,-762
9899,-176,2295,563
10002,232,-419,365
10106,518,1187,-111
10210,-293,347,-131
10314,-1552,189,157
10419,-522,-28,25
10522,-1330,18,153
10627,634,-1054,-1051
10730,40,-65,8
10834,-199,105,-110
10938,112,-7,-33
11042,-100,-35,14
11146,-20,238,-35
11250,-93,-187,-71
11354,-130,-84,48
11458,-139,1,14
11561,19,81,-33
11666,83,-7,-4
11769,55,-19,-5
11874,64,58,-28
11977,-22,27,-92
12081,78,-110,14
12185,-42,-32,75
12289,-15,160,-100
12393,-82,-69,-67
12498,-74,-69,28
12603,227,69,-90
12706,64,4,-17
12811,32,-53,-9
12914,5,51,-52
13018,-11,1,-59
13122,39,-57,5
13225,-22,-76,59
13330,-18,73,-105
13433,24,-206,-38
13538,-51,-45,43
13641,-18,19,-22
13746,-8,85,-67
13849,19,-8,2
13953,21,16,-46
14057,18,44,-50
14160,-29,-27,-57
14265,-2,-41,-7
14368,-54,36,-59
14472,64,3,-64
14576,-17,-27,-25
14680,26,21,-41
14784,-15,58,-71
14887,19,-21,-20
14992,52,-25,-13
15095,-25,54,181
15200,42,-45,-16
15303,1,-63,-239
15408,-44,53,-62
15513,18,41,-26
15617,49,-14,5
15721,36,-67,59
15824,-3,250,-39
15929,-18,84,-77
16032,-22,-35,-28
16137,1,31,23
16240,22,44,-92
16344,-20,-36,-2
16448,-6,5,53
16551,-35,46,-56
16656,5,15,-28
16759,36,-60,28
16864,18,40,-38
16967,-46,67,-46
17071,30,4,9
17175,12,-14,-22
17278,4,25,-40
17383,-18,30,-43
17486,0,43,-45
17591,29,23,-47
17694,-8,-21,-32
17798,-13,10,-4
17902,32,12,-5
18006,22,-5,-28
18110,-12,32,-32
18213,-21,53,-55
18318,-18,22,-21
18421,22,4,-23
3025,-317,-2233,-195
3134,-1131,-2173,-271
3238,-513,-1179,-29
3343,1261,-187,-598
3446,7128,3244,-401
3551,4984,10476,2411
3654,8929,3496,6961
3759,11268,-2925,7705
3863,4360,-8268,5430
3968,4002,707,197
4071,22818,15871,-802
4175,7308,4356,32359
4280,-19616,19719,4095
4383,32751,31636,-23859
4488,30877,-1398,30794
4592,-21475,4620,25000
4697,-25143,10245,-30587
4800,30916,10416,-6890
4904,-1858,-7014,32704
5009,-29546,18013,9450
5113,-652,12552,-32768
5217,32752,3174,6705
5321,-18891,-2191,32704
5428,-31716,17235,-7990
5531,-13350,4541,-32768
5636,25156,-11174,2104
5740,7145,-7731,32704
5844,-13089,1368,12316
5948,2794,10756,-32768
6052,28418,-7903,10878
6157,-8969,-729,32704
6261,-24172,9489,7283
6365,3292,19572,-32768
6469,32752,10724,7645
6574,-18469,4707,32704
6678,-28464,19814,-6860
6781,852,17130,-32768
6886,32752,-3109,24703
6990,-23456,4607,32704
7095,-27208,10966,-29080
7198,32227,32720,-25157
7303,32598,13257,32704
7407,-22924,19192,29473
7512,-24096,16292,-32576
7616,26248,24677,-22733
7721,32699,4514,31409
7826,-17887,7236,32704
7930,-32624,10349,-22287
8034,30008,16286,-32768
8138,13418,7175,3497
8243,-13519,9843,8602
8347,-4943,-7250,8722
8451,-2661,-16913,-2702
8555,11712,-12764,-13819
8659,16036,-6843,-19351
8764,17424,-10600,-18398
8867,16887,-9589,-21355
8972,12248,-1452,-18300
9076,2044,3567,-14321
9181,-8249,3541,-2248
9284,-25120,2962,-2097
9389,-23647,3860,-7965
9493,-13895,4942,12355
9597,-21014,6663,16696
9701,-15742,-9558,32704
9805,-31198,11187,26597
9912,1770,-5712,-3459
10015,28031,-31871,-32735
10120,32752,-20661,-32768
10224,13010,13924,18329
10329,-23830,32720,32704
10433,-21773,9441,-11460
10537,-13655,-11925,-32768
10641,2757,-17691,-32768
10745,6325,-10490,-29887
10850,10133,-13352,-7572
10954,29005,-8226,21268
11059,25617,11041,32704
11162,7111,13891,32704
11267,-3040,1842,7069
11371,7819,-24581,-31184
11475,29913,-16762,-32768
11580,17067,-17280,-32598
11683,5025,-874,-30299
11788,-5168,28715,32704
11892,8561,22263,32704
11999,19943,-8291,-4499
12102,25522,-31271,-18727
12207,-22193,3946,-11744
12311,-12399,20267,-17100
12416,-5400,9429,-27456
12520,-5709,10498,-22968
12623,-13362,4943,-28872
12728,-9253,1411,-27839
12832,6070,-6525,4562
12937,24434,-16236,32704
13040,-11234,-25351,26875
13145,1687,-7058,31659
13249,-5928,7066,27782
13353,-476,11134,17477
13458,4049,18884,-8328
13561,-15759,-1824,-32729
13666,569,-11892,-32768
13770,11124,-3256,-22193
13875,7415,-10446,-23621
13978,6077,-17042,-23987
14085,-3185,-10192,-15189
14189,-18340,2701,2045
14294,-32624,17869,28510
14397,-13327,1248,32704
14501,28287,-21098,-1312
14606,-272,-6818,-8932
14710,-19628,4329,23175
14815,-19871,2823,6480
14918,-14022,-2043,2452
15023,-16251,4074,6312
15127,-22751,9902,8451
15232,-13910,11771,6762
15335,3155,-3205,-3664
15439,15299,-6762,-8379
15544,24018,-3451,-4343
15648,25450,-7626,-9946
15752,30856,-32688,-16737
15856,9829,-21168,3156
15961,-23802,7012,32704
16065,-23701,11529,2014
16171,18374,-13190,-32768
16275,12811,-6140,117
16379,-17476,11418,32432
16484,6774,-4428,-7986
16587,24422,-13659,-12812
16692,3563,-2518,-2753
16796,-25620,9181,-29939
16901,-5347,-1951,-32768
17005,15579,3309,-21879
17108,18319,6377,-16475
17213,16040,-10963,-13423
17317,14698,-25051,-32768
17422,14682,15533,31760
17526,13717,-7781,-15036
17630,-9018,-23343,-32768
17734,-4440,8054,22940
17839,-2791,-8548,-9128
17943,2819,-4162,-20773
